Date,AAPL,GLD,JPM,MSFT,TLT
2019-01-03,-0.10492418500990307,0.00902531942317299,-0.014313908761362047,-0.03748171141888874,0.011315020830114417
2019-01-04,0.04180302939851888,-0.008119106827353268,0.03620220196373548,0.045459936979262226,-0.011642411819381263
2019-01-07,-0.0022281605404191355,0.0034525160778516237,0.000695007982731529,0.0012746914057295124,-0.0029524984049705493
2019-01-08,0.018883721491174354,-0.0027117139907279018,-0.0018875094937985282,0.00722465340082386,-0.0026318323492796336
2019-01-09,0.016839085463909206,0.006397649700215412,-0.0016919610223778535,0.014198255402151722,-0.0015658716697025173
2019-01-10,0.003191025290579638,-0.005904086348646452,-9.93236410983976e-05,-0.006446615634950612,-0.006454381994013436
2019-01-11,-0.0098664920987317,0.0017256811414607263,-0.0047929685783592345,-0.0077516397672009255,0.003894242866698145
2019-01-14,-0.01515131307027967,0.002378067354322114,0.01025656724351363,-0.007322433304584941,-0.003728214533543187
2019-01-15,0.020259919441004578,-0.0017215161032263467,0.007304507257442621,0.028592599603802383,-0.0036586186369145803
2019-01-16,0.01214296235623757,0.0031947551186356582,0.008032098919229548,0.0035170950817867332,0.0009995485667830097
2019-01-17,0.005920017132532717,-0.0013094038577051105,0.004088921836100446,0.006997835515844123,0.00024942150133356396
2019-01-18,0.006140154137255236,-0.008966489387798326,0.016096243549873667,0.014871753063637914,-0.005255395732614382
2019-01-22,-0.02270154934053451,0.0035468368649853345,-0.01590158996254653,-0.019026819668502375,0.006751624444876121
2019-01-23,0.004036163380713374,-0.0014007184915951448,-0.0025289525214004707,0.009699402761929835,-0.00041503805027438546
2019-01-24,-0.007957289709565801,-0.0015678713054947328,0.000583770652537299,-0.004791112653738984,0.0065441365081281904
2019-01-25,0.032599315151099185,0.014511460180241248,0.006306937593696695,0.009092322090920991,-0.004800651143023444
2019-01-28,-0.009297866991315427,0.0034938106026215594,0.004728189306059773,-0.019694254400503697,-0.0009962472630543093
2019-01-29,-0.010418587034853365,0.005580978043920208,0.00278761124621571,-0.02057553403436385,0.005053366069317481
2019-01-30,0.0661011254531856,0.005710387238117351,0.0023015694556349424,0.03287122329374095,-0.0007439317310138708
2019-01-31,0.0071754089454328426,0.00048105804332541224,-0.00875398294152763,-0.018500696571181894,0.008563094361016712
2019-02-01,0.0004803033741648206,-0.002006018726865743,0.0036648022396769905,-0.01592601928370011,-0.00605805035029291
2019-02-04,0.028009043437263438,-0.0043467903708823,0.003555508101908541,0.02839230047840811,-0.0044740488097341
2019-02-05,0.016964828308292247,0.0025781491687657575,-0.004422211243541523,0.013899657264293338,0.004556920536089377
2019-02-06,0.00034475069467923016,-0.006781846869660092,-0.00048182652494351274,-0.011160739968926692,0.0004958591186675694
2019-02-07,-0.019121233653629045,0.0024273450059934865,-0.013196421999535479,-0.007193443619833988,0.006588092359137023
2019-02-08,0.0011742836637436643,0.003791101346321012,-0.010012916826341194,0.0037923095907187823,0.004259591457145453
2019-02-11,-0.005767626666815586,-0.004923141507008373,-0.004746625144653365,-0.003982613716463096,-0.0039312739140030546
2019-02-12,0.008580331554082643,0.0021013677593768472,0.01690604357153967,0.015462040350028478,-0.0025466358479454003
2019-02-13,-0.004163475657384938,-0.003963908091330168,0.004764508602763759,-0.0007488947727629936,-0.00379145459250973
2019-02-14,0.0036365904085333594,0.005577307519395154,-0.006520410745615653,0.0008425532061827836,0.005681195099753585
2019-02-15,-0.0022271604072824076,0.005947180522781207,0.030102757238982206,0.012272195959750473,0.0015590990329353478
2019-02-19,0.0029878158919402296,0.015109582852092095,-0.003511727931786356,-0.00046236344682359834,0.0025381068590964446
2019-02-20,0.006414797012463908,-0.0017378437981698566,0.004837235579113045,-0.005212556649716737,-0.0028659760388832544
2019-02-21,-0.005654345681179424,-0.011370537714508392,-0.002083855470907499,0.020872821214843077,-0.008979213621876233
2019-02-22,0.011103813514645977,0.0035920768439101198,-0.004465910053264757,0.0141572761334209,0.005939789712082268
2019-02-25,0.007258073494069474,-0.0010363715360959395,0.010421626214416115,0.005571923033256663,-0.0029652932798249357
2019-02-26,0.0005740423710955428,0.0016736332310033522,-0.007663884736436608,0.006876278408606781,0.00493778973067096
2019-02-27,0.003092775487768206,-0.00711234367844341,-0.001235367421742343,-0.001692332341045414,-0.011393661592617933
2019-02-28,-0.009884792849998922,-0.005629776625606553,-0.00763648244647426,-0.0012491571883371138,-0.0034105514228841447
2019-03-01,0.01045618629881827,-0.017163968380321165,0.0006706635890961586,0.004453436683666578,-0.00928571107969998
2019-03-04,0.00501703514393186,-0.0026289836177433583,-0.002301039408970023,-0.0024023371536153787,0.007807012433232042
2019-03-05,-0.001821556560808751,0.0013153870929190252,-0.0007679839458767729,-0.005000902673087866,0.0020881625972337036
2019-03-06,-0.0057705613755036165,-0.0009041270457165541,-0.0037529151137246633,0.0004475260494203346,0.0036649445321969127
2019-03-07,-0.011642084762693385,-0.0008226265106168819,-0.007257428389030363,-0.012244660525980907,0.0064638578420752
